2687031	470803
2687031	480327
2687031	536850
2687031	2020061
2687031	2228892
2687031	2249625
2687031	2249634
2687031	2249645
2687031	2502493
2687031	2528586
2687031	2687029
2687031	2687031
2687031	3072772
2687031	3303217
2687031	3509763
2687031	3903346
2687032	27898
2687032	470803
2687032	1323513
2687032	2249629
2687032	2529111
2687033	27898
2687033	75603
2687033	484150
2687033	924285
2687033	1756815
2687033	2475774
2687033	2515732
2687033	2797920
2687033	3351686
2687034	27898
2687035	27898
2687035	75603
2687035	357218
2687035	357244
2687035	357246
2687035	382781
2687035	470803
2687035	778675
2687035	2020061
2687035	2248181
2687035	2249625
2687035	2249634
2687035	2249643
2687035	2528586
2687035	2687029
2687035	2687035
2687035	2687036
2687035	3072772
2687035	3509763
2687035	3903346
2687036	27898
2687036	75603
2687036	442967
2687036	470803
2687036	861811
2687036	2020061
2687036	2249634
2687036	2528586
2687036	2687035
2687036	2727629
2687036	2727630
2687036	3303217
2687036	3346155
2687036	3903346
2687036	4487463
2687037	27899
2687037	27902
2687037	27903
2687037	27905
2687037	463742
2687037	936634
2687037	1675037
2687037	2687038
2687037	2687048
2687038	27899
2687038	27902
2687038	27903
2687038	27905
2687039	27899
2687039	27902
2687039	27903
2687039	27905
2687039	298907
2687039	463742
2687039	936634
2687039	1675037
2687039	2687037
2687039	2687038
2687039	2687048
2687040	956929
2687041	27900
2687043	27900
2687043	138095
2687043	1419124
2687043	1557376
2687043	1621210
2687043	1843925
2687043	2069363
2687043	2069410
2687043	3096132
2687043	3096136
2687043	3096137
2687044	27900
2687044	1081943
2687044	1678226
2687044	2677027
2687045	27902
2687045	2687037
2687045	2687039
2687045	4487467
2687045	4487468
2687048	27902
2687048	27905
2687048	936634
2687048	2687037
2687049	27905
2687049	30621
2687049	936634
2687049	1610160
2687049	2362474
2687049	2687048
2687050	27907
2687050	226468
2687050	477315
2687050	574959
2687051	27911
2687051	214330
2687051	319854
2687051	583034
2687051	1819567
2687053	27911
2687053	218587
2687053	533347
2687053	669190
2687053	1903673
2687053	2046359
2687053	2662525
2687053	2687053
2687053	4479572
2687053	4487470
2687055	27911
2687055	177538
2687055	1895286
2687055	1903673
2687055	2046359
2687055	2662525
2687055	2687053
2687055	4133576
2687056	27912
2687056	2741061
2687056	4487471
2687057	27912
2687059	27912
2687059	1903392
2687060	27912
2687061	27912
2687061	210810
2687061	210812
2687061	210813
2687061	785379
2687061	993769
2687061	996673
2687061	2555669
2687061	2555670
2687061	2555671
2687061	2687058
2687062	27912
2687063	27912
2687064	27912
2687065	27912
2687065	1357735
2687066	27912
2687066	224196
2687067	27912
2687067	638096
2687067	638127
2687068	27912
2687069	27912
2687069	1489518
2687069	2606180
2687070	27912
2687070	4453129
2687071	48889
2687071	360849
2687071	537643
2687071	975424
2687071	1675188
2687071	2258046
2687071	2322934
2687071	2478426
2687071	2529558
2687071	2535510
2687071	2549943
2687071	2637416
2687071	2737990
2687071	3219419
2687071	3318951
2687071	3359300
2687071	3428521
2687071	3704770
2687071	3778313
2687071	4210308
2687071	4294239
2687071	4471170
2687071	4487473
2687071	4487474
2687071	4487475
2687071	4487476
2687072	27912
2687072	4487477
2687073	2687073
2687073	4487478
2687074	1270654
2687075	1263402
2687075	3762799
2687076	27913
2687077	142457
2687077	1603031
2687077	2894866
2687078	27913
2687078	683400
2687078	1002549
2687078	2687078
2687078	2740314
2687079	1182055
2687079	2727672
2687079	2893554
2687079	3875164
2687079	3892055
2687079	4485312
2687080	855858
2687080	3679947
2687081	483452
2687081	1279492
2687081	2044763
2687082	60729
2687082	638069
2687082	1106054
2687082	1234173
2687082	1322854
2687083	126989
2687083	380039
2687083	384253
2687083	384294
2687083	400871
2687083	470472
2687083	470523
2687083	484178
2687083	500441
2687083	593065
2687083	778903
2687083	792863
2687083	990577
2687083	1259441
2687083	1329053
2687083	1329055
2687083	1614323
2687083	1618052
2687083	1739482
2687083	1753632
2687083	1766651
2687083	2010919
2687083	2010920
2687083	2010922
2687083	2010924
2687083	2135589
2687083	2442359
2687083	2442362
2687083	2475777
2687083	2544620
2687083	2550770
2687083	2655338
2687083	2729239
2687083	2855862
2687083	2855866
2687083	2855872
2687083	2855874
2687083	3231535
2687083	3231537
2687083	3231538
2687083	3231539
2687083	3334711
2687083	3404036
2687083	3477645
2687083	3938198
2687083	3978258
2687083	4125297
2687083	4444397
2687083	4487480
2687084	579200
2687084	584384
2687084	586777
2687084	1134359
2687084	1482986
2687085	212747
2687086	27913
2687086	414322
2687088	1382172
2687088	2054546
2687088	2687089
2687089	1382172
2687089	2054546
2687089	2687088
2687089	4487481
2687090	285437
2687090	322562
2687090	505968
2687090	511777
2687090	1074190
2687090	1075751
2687090	1075758
2687090	1084226
2687090	1084251
2687090	1522613
2687090	2902999
2687090	3381374
2687090	3389905
2687090	3389906
2687090	3389907
2687090	3389908
2687090	3389910
2687090	3389912
2687090	3389913
2687090	3822189
2687090	3823480
2687090	3823484
2687090	3823514
2687090	4080788
2687090	4229218
2687090	4442459
2687090	4442460
2687090	4487482
2687090	4487483
2687090	4487484
2687091	224168
2687091	316204
2687091	336284
2687091	779481
2687091	1125079
2687091	1350877
2687091	1351917
2687091	1576860
2687091	1960963
2687091	2673013
2687091	2772041
2687091	2773008
2687091	3037167
2687091	3146913
2687091	3846679
2687091	3991431
2687093	2322564
2687093	2322565
2687094	2322564
2687094	2322565
2687095	519942
2687095	588603
2687095	2639935
2687095	3201760
2687095	3400792
2687095	3823763
2687095	4384874
2687095	4472124
2687095	4472125
2687095	4472126
2687095	4487488
2687095	4487489
2687095	4487490
2687095	4487491
2687095	4487492
2687095	4487493
2687096	1074581
2687096	1075918
2687096	1075919
2687096	1076068
2687096	1662718
2687096	1727459
2687096	4487494
2687097	456598
2687097	512275
2687097	579280
2687097	588969
2687097	589862
2687097	782696
2687097	782702
2687097	782726
2687097	782728
2687097	2614311
2687097	2687098
2687097	3390575
2687097	3620039
2687098	456598
2687098	482290
2687098	588969
2687098	589862
2687098	782702
2687098	782726
2687098	782739
2687098	782761
2687098	782768
2687098	2614311
2687098	2614313
2687098	2687097
2687098	2687111
2687098	3390578
2687098	3620105
2687099	962367
2687099	2687099
2687099	4487495
2687099	4487496
2687099	4487497
2687100	27913
2687100	60241
2687100	237426
2687100	471543
2687100	507405
2687100	584389
2687100	801096
2687100	1430030
2687100	1600366
2687100	1755999
2687100	1784870
2687100	1786282
2687100	3052135
2687100	3052210
2687100	4119154
2687100	4119156
2687101	31158
2687101	227159
2687101	524855
2687101	976076
2687101	2631367
2687101	2631370
2687101	3033449
2687101	3083403
2687101	3083406
2687102	82768
2687102	166145
2687102	364070
2687102	2322561
2687102	2322564
2687102	2322566
2687102	2687120
2687102	3027055
2687102	3210324
2687102	4382036
2687102	4487498
2687104	396785
2687104	1617245
2687104	4487499
2687105	525346
2687105	2687109
2687107	27913
2687107	122294
2687107	331456
2687107	331457
2687107	816005
2687107	816006
2687107	816011
2687107	816033
2687107	816034
2687107	1073162
2687107	1484028
2687107	1544364
2687107	1674535
2687107	1674559
2687107	1940903
2687107	2018127
2687107	2045775
2687107	2069007
2687107	2203236
2687107	2226074
2687107	2226079
2687107	2300058
2687107	2300063
2687107	2300064
2687107	2300067
2687107	2451212
2687107	2451227
2687107	2451230
2687107	2598573
2687107	2613380
2687107	2631374
2687107	2639907
2687107	2639917
2687107	2639918
2687107	2642375
2687107	2642397
2687107	2642456
2687107	2652375
2687107	2652377
2687107	2652382
2687107	2652384
2687107	2676300
2687107	2677263
2687107	2687107
2687107	2731382
2687107	2731457
2687107	2857137
2687107	2857140
2687107	3077494
2687107	3166689
2687107	3179263
2687107	3202620
2687107	3364513
2687107	3364515
2687107	3389426
2687107	3389435
2687107	3623675
2687107	3623677
2687107	3648160
2687107	3648235
2687107	3648236
2687107	3648238
2687107	3648242
2687107	3648243
2687107	3738056
2687107	3738059
2687107	3898005
2687107	4057100
2687107	4308647
2687107	4383869
2687107	4487501
2687107	4487502
2687108	1614917
2687108	2449614
2687108	3037051
2687108	3037052
2687108	3203899
2687108	3223521
2687108	3845148
2687108	4125633
2687108	4125634
2687108	4125636
2687108	4487504
2687109	483847
2687109	525346
2687109	2527985
2687109	2687105
2687111	520219
2687111	588969
2687111	592923
2687111	782742
2687111	782748
2687111	782768
2687111	2013848
2687111	2614311
2687111	2687098
2687111	2687117
2687111	3318427
2687111	3390579
2687111	3401196
2687111	3469197
2687111	3477419
2687111	3477420
2687111	3477421
2687111	3477424
2687111	3477427
2687111	3477428
2687111	4487505
2687111	4487506
2687113	1523374
2687113	4487507
2687113	4487508
2687113	4487509
2687113	4487510
2687114	27913
2687114	1600415
2687114	2778231
2687117	456598
2687117	520219
2687117	588969
2687117	592923
2687117	782702
2687117	782726
2687117	782739
2687117	782761
2687117	782768
2687117	1661407
2687117	1909387
2687117	1915390
2687117	2614311
2687117	2614313
2687117	2614325
2687117	2687097
2687117	2687111
2687117	3318423
2687117	3390577
2687117	3390578
2687117	3390579
2687117	3390580
2687117	3401196
2687117	3472338
2687117	3477427
2687119	589845
2687119	915622
2687119	1260524
2687119	1260540
2687119	1260577
2687119	2226694
2687119	3033530
2687119	3060520
2687119	3083544
2687119	3473611
2687120	364070
2687120	469430
2687120	2322564
2687120	2322566
2687120	2668253
2687120	2687093
2687120	2687094
2687120	2687102
2687120	4487498
2687121	27913
2687121	1601193
2687121	3428297
2687122	27913
2687123	1088952
2687123	1191581
2687123	3469521
2687123	4487511
2687124	27913
2687125	27913
2687126	27913
2687127	27913
2687129	27913
2687129	4721478
2687130	683638
2687130	3538876
2687131	27913
2687132	4487512
2687133	27913
2687133	55094
2687133	75508
2687133	233508
2687133	338273
2687133	341822
2687133	377544
2687133	459291
2687133	516142
2687133	725765
2687133	732238
2687133	1279293
2687133	1662304
2687133	1662312
2687133	1984344
2687133	2510109
2687133	2601077
2687133	2610257
2687133	2676250
2687133	2699636
2687133	3143791
2687134	27913
2687134	412972
2687134	550328
2687134	550333
2687134	553471
2687134	1460475
2687134	1460476
2687134	1735406
2687134	3274007
2687134	3274008
2687134	3274009
2687134	3434630
2687134	3434631
2687134	3434632
2687134	3434633
2687135	2596787
2687135	2959335
2687136	27914
2687136	45823
2687136	506043
2687136	1319724
2687136	2687135
2687136	2687136
2687136	3381484
2687136	3381485
2687136	3381487
2687136	3381488
2687137	27918
2687137	173709
2687137	235342
2687137	502086
2687137	521791
2687137	802782
2687137	836562
2687137	973705
2687137	1311387
2687137	1311403
2687137	2248459
2687137	2604425
2687137	2687137
2687138	27921
2687138	436667
2687140	1694947
2687141	27921
2687142	27930
2687142	334699
2687142	373688
2687142	1506584
2687142	1519965
2687142	1668828
2687142	3222817
2687142	4147496
2687144	27932
2687144	573873
2687144	579831
2687144	588152
2687144	1308341
2687144	1523218
2687144	2687144
2687144	3460128
2687144	3873945
2687145	27932
2687145	27952
2687145	210780
2687145	237738
2687145	237743
2687145	578616
2687145	585555
2687145	585578
2687145	585584
2687145	784112
2687145	1226922
2687145	1226938
2687145	1530483
2687145	1722637
2687145	1748201
2687145	2147839
2687145	2302766
2687145	2320304
2687145	2469988
2687145	2680990
2687145	2680991
2687145	2680992
2687145	2681032
2687145	2687146
2687145	2734072
2687145	3004701
2687145	3004738
2687145	3206102
2687145	3458687
2687145	3467776
2687145	3478299
2687145	4487515
2687146	27932
2687146	589094
2687146	1226922
2687146	1226938
2687146	1492292
2687146	1530483
2687146	2302766
2687146	2687145
2687146	2687146
2687146	2734072
2687147	27932
2687147	171954
2687147	171960
2687147	954340
2687147	2642231
2687147	2667655
2687148	27932
2687148	27934
2687148	2330229
2687148	2354297
2687148	2687148
2687148	3932069
2687149	27932
2687149	2642295
2687150	27932
2687150	1750277
2687150	2225717
2687150	2330199
2687150	2687157
2687151	27932
2687151	49114
2687151	171980
2687151	1291978
2687151	2642269
2687151	3957491
2687152	27932
2687152	27942
2687152	584280
2687152	1747675
2687152	2331674
2687154	27932
2687154	27952
2687154	172400
2687154	592398
2687154	594789
2687154	1496128
2687154	2642296
2687154	2948885
2687155	27932
2687155	594789
2687155	2642204
2687155	2642291
2687155	4472982
2687156	521499
2687156	1247339
2687156	1490622
2687156	2068452
2687156	2642241
2687156	2687229
2687156	3554357
2687156	4172840
2687156	4354387
2687157	27934
2687157	27935
2687157	27936
2687157	27953
2687157	1247339
2687157	2330199
2687157	2330229
2687157	2354297
2687157	2641884
2687157	2687148
2687157	2687150
2687157	2687153
2687157	2687156
2687157	2687174
2687157	2687176
2687157	2687224
2687157	2687237
2687157	2687241
2687157	2687248
2687157	2687249
2687157	2687257
2687157	2687269
2687157	2687270
2687157	3308930
2687157	4079563
2687157	4184776
2687157	4248740
2687157	4354387
2687157	4384849
2687157	4384856
2687157	4393487
2687157	4393489
2687157	4487516
2687157	4487517
2687158	27935
2687158	154296
2687158	157771
2687158	528140
2687158	1397777
2687158	1491777
2687158	1491783
2687158	1585907
2687158	1587751
2687158	1722955
2687158	1724287
2687158	1965669
2687158	2499036
2687158	2687171
2687158	2732923
2687159	27935
2687159	27951
2687159	521505
2687159	594788
2687159	803339
2687159	1750280
2687159	1915147
2687159	2065321
2687159	2354297
2687159	2687232
2687160	27936
2687160	2808846
2687160	4487518
2687160	4487519
2687161	27935
2687161	225309
2687161	521501
2687161	2687162
2687161	2687163
2687161	2687164
2687161	2687165
2687161	2687167
2687161	2687175
2687161	4029927
2687162	27935
2687162	521501
2687162	2354298
2687162	2592164
2687162	2687161
2687162	2687163
2687162	2687164
2687162	2687165
2687162	2687175
2687163	27935
2687163	1722955
2687163	2687161
2687163	2687162
2687163	2687164
2687163	2687167
2687163	2687173
2687163	2820961
2687164	27935
2687164	2687161
2687164	2687162
2687164	2687163
2687165	2687161
2687165	2687162
2687165	2687167
2687166	27935
2687166	2030635
2687166	2030640
2687166	2852151
2687166	2945227
2687166	4292611
2687166	4487520
2687167	2687167
2687167	2687179
2687167	4487522
2687168	27935
2687168	521501
2687168	1722955
2687168	1907614
2687168	2499036
2687168	2687168
2687168	2687171
2687168	4170192
2687171	27935
2687171	1722955
2687171	1907614
2687171	2499036
2687171	2687168
2687171	4170191
2687171	4185515
2687172	27935
2687173	1918
2687173	27935
2687173	381303
2687173	466930
2687173	1496029
2687173	1690712
2687173	1740378
2687173	1764209
2687173	1910140
2687173	2229576
2687173	2572368
2687173	2687163
2687173	2687175
2687173	2851993
2687173	3433573
2687173	3702768
2687173	3912008
2687173	4487523
2687174	27935
2687174	2330199
2687174	2354297
2687174	2687153
2687174	2687157
2687174	2687170
2687174	2687224
2687174	2687237
2687174	2687241
2687174	2687257
2687174	2687273
2687174	4248740
2687174	4487517
2687175	27935
2687175	27944
2687175	521501
2687175	1431333
2687175	1431334
2687175	1619938
2687175	1740378
2687175	1924408
2687175	2354298
2687175	2592163
2687175	2592164
2687175	2669753
2687175	2687161
2687175	2687162
2687175	2687164
2687175	2687167
2687175	2687172
2687175	2687173
2687175	2687180
2687175	2687181
2687175	3542968
2687175	3690305
2687175	4455261
2687176	27935
2687176	27951
2687176	2354298
2687176	2687157
2687176	2687174
2687176	2687177
2687176	2687226
2687176	2687247
2687176	2687249
2687176	2687270
2687176	4393489
2687177	27935
2687177	27936
2687177	27951
2687177	2331680
2687177	2354298
2687177	2687174
2687177	2687176
2687177	2687247
2687178	1252398
2687178	3110292
2687178	3551710
2687178	3551816
2687178	3558899
2687179	27935
2687179	90800
2687179	505184
2687179	520810
2687179	706915
2687179	1090344
2687179	1378425
2687179	1619938
2687179	2499153
2687179	2499159
2687179	2499161
2687179	2499178
2687179	2687167
2687179	2687179
2687179	2704456
2687179	2820743
2687179	2820943
2687179	3401973
2687179	3401977
2687179	4003117
2687179	4487524
2687179	4487525
2687179	4487526
2687179	4487527
2687180	27935
2687180	2592164
2687180	2687162
2687180	2687175
2687180	2687180
2687180	4487530
2687181	27935
2687181	2013644
2687181	2592164
2687181	2592166
2687181	2687162
2687181	2687175
2687182	27935
2687182	521060
2687182	1431328
2687182	1431330
2687182	1431332
2687182	1431333
2687182	1431350
2687182	1431351
2687182	1431352
2687182	1431815
2687182	2320063
2687182	2696034
2687182	2820961
2687182	2985773
2687183	27935
2687187	27935
2687188	27935
2687189	27936
2687189	52893
2687189	963014
2687189	2466187
2687189	2804499
2687189	4165418
2687190	27936
2687190	584280
2687190	920502
2687190	2314322
2687191	27936
2687191	2331683
2687191	2687191
2687192	27936
2687192	2354297
2687192	4469516
2687193	27937
2687193	1261848
2687193	1766448
2687193	2464501
2687193	2687193
2687193	3472571
2687194	27938
2687194	589049
2687194	589050
2687194	589058
2687194	589062
2687194	1661488
2687194	1661489
2687194	3461463
2687194	3472481
2687194	3472485
2687194	3472487
2687194	3472503
2687194	4143513
2687194	4487532
2687194	4487533
2687195	27938
2687196	2744586
2687197	1746551
2687197	4487583
2687198	27942
2687198	482092
2687198	501358
2687198	584280
2687198	586951
2687198	1386090
2687198	1817740
2687198	1817748
2687198	1817750
2687198	2314322
2687198	2314324
2687198	2464510
2687198	2611143
2687198	3260769
2687198	3348749
2687198	3348752
2687198	3348756
2687198	3348799
2687198	3374177
2687198	4379921
2687199	27942
2687199	1386145
2687199	2331681
2687199	2354297
2687199	2687169
2687199	2687226
2687199	2852243
2687199	2852245
2687199	3010964
2687199	3579857
2687199	4312191
2687199	4354387
2687199	4487584
2687199	4487585
2687200	27942
2687200	482092
2687200	482093
2687200	501358
2687200	586955
2687200	586961
2687200	586966
2687200	592199
2687200	920502
2687200	1386130
2687200	1817738
2687200	2018557
2687200	2314322
2687200	2314323
2687200	2314325
2687200	2314326
2687200	2464500
2687200	2464516
2687200	2694799
2687200	2913441
2687200	3228970
2687200	3348754
2687200	3423352
2687200	3466098
2687200	4487586
2687201	27942
2687201	174586
2687201	174593
2687201	220718
2687201	511603
2687201	954349
2687201	1915363
2687201	2687201
2687201	2687204
2687201	2687205
2687201	2687207
2687201	2687210
2687201	2952797
2687201	3021952
2687201	3021953
2687202	27942
2687202	482092
2687202	482093
2687202	482099
2687202	584280
2687202	586955
2687202	586966
2687202	586975
2687202	592199
2687202	920502
2687202	1386130
2687202	1817738
2687202	1817750
2687202	2018557
2687202	2314322
2687202	2314326
2687202	2464500
2687202	2542474
2687202	2542481
2687202	2642227
2687202	2642294
2687202	2694799
2687202	2694802
2687202	2913441
2687202	2952799
2687202	3228970
2687202	3348754
2687202	3423352
2687203	27942
2687203	235718
2687203	482100
2687203	519176
2687203	586962
2687203	1386149
2687203	1817740
2687203	2314322
2687203	2464502
2687203	2464506
2687203	2611143
2687203	2642294
2687203	2652482
2687203	2659794
2687203	2659813
2687203	2687206
2687203	2694751
2687203	3048199
2687203	3195372
2687203	3195375
2687203	3202539
2687203	3244189
2687203	3260773
2687203	3348798
2687203	3348799
2687203	3374169
2687203	3469592
2687203	4487587
2687203	4487588
2687204	27942
2687204	174586
2687204	174596
2687204	174599
2687204	220718
2687204	482106
2687204	954349
2687204	1915363
2687204	2687201
2687204	2687205
2687204	2687207
2687204	2687209
2687204	2952796
2687204	2952797
2687204	2952799
2687204	3093134
2687204	3195370
2687205	27942
2687205	174593
2687205	2687204
2687206	27942
2687206	235707
2687206	357920
2687206	362663
2687206	400958
2687206	482092
2687206	482102
2687206	482106
2687206	482110
2687206	586961
2687206	586962
2687206	586980
2687206	592199
2687206	1386145
2687206	1520453
2687206	1733142
2687206	2633458
2687206	2687202
2687206	2687203
2687206	2687208
2687206	2694799
2687206	2694802
2687206	2952799
2687206	3048199
2687206	3048200
2687206	3093134
2687206	3202539
2687206	3260767
2687206	3260770
2687206	3260773
2687206	3348775
2687206	3348795
2687206	3348803
2687206	3348804
2687206	3469583
2687206	3469584
2687206	3469585
2687206	3479348
2687206	4007221
2687206	4487589
2687206	4487590
2687207	27942
2687207	174593
2687207	482106
2687207	954349
2687207	2331842
2687207	2687201
2687207	2687204
2687207	3348754
2687207	3348762
2687208	27942
2687208	357922
2687208	362663
2687208	400958
2687208	482100
2687208	482106
2687208	482110
2687208	501358
2687208	584280
2687208	586962
2687208	920502
2687208	1430279
2687208	1817750
2687208	2314326
2687208	2633458
2687208	2652482
2687208	2687206
2687208	2694802
2687208	3202539
2687209	27942
2687209	482106
2687209	584280
2687209	586975
2687209	594766
2687209	1817754
2687209	2314326
2687209	2465063
2687209	2465064
2687209	2542481
2687209	2631682
2687209	2642227
2687209	2687201
2687209	2687204
2687209	2687205
2687209	2687207
2687209	2694796
2687209	2952799
2687209	2958981
2687209	3021952
2687209	3093134
2687209	3195370
2687209	3195372
2687209	3244189
2687209	3260774
2687209	3348803
2687209	3469583
2687209	3479348
2687209	4214463
2687209	4287740
2687209	4487592
2687210	27942
2687210	954349
2687210	1817754
2687210	2687201
2687211	27942
2687211	357922
2687211	362663
2687211	400958
2687211	482106
2687211	482110
2687211	501358
2687211	584280
2687211	920502
2687211	1430279
2687211	1817750
2687211	2314326
2687211	2633458
2687211	2652482
2687211	2687206
2687211	2694802
2687211	3202539
2687211	3260778
2687211	3260779
2687211	3348773
2687212	2687189
2687213	27944
2687213	4487595
2687214	27944
2687214	475706
2687215	27946
2687215	36487
2687215	36489
2687215	1619303
2687215	1722147
2687215	2331830
2687215	4086570
2687216	27949
2687216	27951
2687216	592402
2687216	594788
2687216	803339
2687216	1220770
2687217	27946
2687218	27946
2687221	27946
2687221	2687217
2687221	2687220
2687222	27946
2687223	27946
2687224	1915468
2687224	1915469
2687224	2330199
2687224	2333189
2687224	2641884
2687224	2687153
2687224	2687157
2687224	2687174
2687224	2687237
2687224	4248740
2687224	4384849
2687224	4393489
2687225	273543
2687225	589118
2687225	1750290
2687225	2963882
2687225	3244198
2687225	4487596
2687228	27951
2687228	1308343
2687228	1488389
2687229	36488
2687229	2354297
2687229	2687156
2687229	2708046
2687229	3554357
2687229	3932069
2687229	4487597
2687230	27951
2687232	521505
2687232	1750280
2687232	2354297
2687232	2687159
2687233	27951
2687233	1536937
2687233	2624611
2687233	2687239
2687233	4487598
2687234	2331835
2687234	2687238
2687234	4079569
2687234	4469521
2687234	4469522
2687234	4487599
2687234	4487600
2687234	4487601
2687235	521505
2687235	2821249
2687237	27953
2687237	2330199
2687237	2354297
2687237	2641884
2687237	2687153
2687237	2687157
2687237	2687169
2687237	2687170
2687237	2687174
2687237	2687224
2687237	2687257
2687237	2687273
2687237	4248740
2687237	4393487
2687237	4487516
2687239	2687233
2687240	27951
2687240	1149276
2687240	2607092
2687240	2607093
2687240	2687233
2687243	27953
2687243	2068452
2687243	2354297
2687243	4184776
2687243	4354387
2687246	27951
2687246	1308343
2687246	1488389
2687246	1536937
2687246	2599676
2687247	2687176
2687247	2687241
2687248	2687157
2687248	2687248
2687248	2687257
2687248	4354387
2687249	27951
2687249	2354297
2687249	2354298
2687249	2641884
2687249	2687157
2687249	2687176
2687249	4384849
2687249	4393489
2687249	4487516
2687250	27951
2687250	1500680
2687250	1500683
2687250	1536924
2687250	1536937
2687250	1536942
2687250	1536943
2687251	27952
2687251	49146
2687251	171963
2687251	172400
2687251	954347
2687251	1319751
2687251	2738728
2687251	2738801
2687251	4487602
2687251	4487603
2687252	27952
2687252	954346
2687252	1722631
2687252	1966290
2687252	2147470
2687252	2642269
2687252	2687252
2687252	2735141
2687252	3212954
2687252	4267286
2687252	4330750
2687253	27952
2687253	954346
2687253	2642269
2687253	2659788
2687253	2687255
2687253	3054024
2687254	27952
2687254	85642
2687254	2699901
2687255	27952
2687255	2659788
2687255	2687253
2687255	3054024
2687255	3472690
2687256	8514
2687256	27952
2687256	592399
2687256	592401
2687256	592406
2687256	592408
2687256	594789
2687256	985239
2687256	2266262
2687256	2326288
2687256	2641882
2687256	2642269
2687256	2646484
2687256	2687256
2687256	3777437
2687257	2225717
2687257	2225744
2687257	2330199
2687257	4354387
2687257	4393487
2687258	27954
2687258	29033
2687258	29037
2687258	359056
2687258	387698
2687258	447026
2687258	447044
2687258	447068
2687258	872179
2687258	1152342
2687258	1152375
2687258	1192602
2687258	1719911
2687258	1767499
2687258	2146903
2687258	2146908
2687258	2279159
2687258	2353726
2687258	2687258
2687258	2794326
2687258	2943238
2687258	2943329
2687258	3308039
2687258	3898706
2687258	4487605
2687258	4487606
2687258	4487607
2687259	27954
2687259	28760
2687259	447044
2687260	27954
2687260	29033
2687260	211068
2687260	359056
2687260	447044
2687260	1192599
2687260	1192602
2687260	1192604
2687260	2687260
2687261	27954
2687261	1861886
2687262	27957
2687262	521506
2687262	815908
2687262	1733138
2687262	1750278
2687262	1750288
2687262	1785508
2687262	2342914
2687262	2952790
2687262	3423243
2687263	27957
2687263	174594
2687263	174602
2687263	815908
2687263	968961
2687264	27958
2687264	1744064
2687266	27960
2687267	27960
2687267	344911
2687268	27960
2687268	577112
2687268	577158
2687268	714526
2687268	1424598
2687270	27961
2687270	2225744
2687270	2354298
2687270	2687157
2687270	2687176
2687271	27963
2687271	1011355
2687272	27967
2687274	27968
2687278	27980
2687278	28004
2687278	2687307
2687278	4113423
2687279	27980
2687279	27981
2687279	27982
2687279	27983
2687279	27984
2687279	27985
2687279	27987
2687279	27988
2687279	27989
